Dates,Power Station,Monitored Cap.(MW),Total Cap. Under Maintenace (MW),Planned Maintanence (MW),Forced Maintanence(MW),Other Reasons (MW),Programme or Expected(MU),Actual(MU),Excess(+) / Shortfall (-),Deviation
2017-09-03,BALCO,600,0,0,0,0,8,5,-3,0
2017-09-03,BLAPPL,45,0,0,0,0,0,0,-0.7,0
2017-09-03,CGPL,4000,0,0,0,0,84,66,-17.95,0
2017-09-03,CLPINDIA,655,0,0,0,0,0,0,-0.84,0
2017-09-03,DBPCL,1200,600,600,0,0,17,9,-8.66,0
2017-09-03,DIPL,600,0,0,0,0,4,5,0.97,0
2017-09-03,DLHP,34,0,0,0,0,0,0,0.35,0
2017-09-03,EPGL,1200,0,0,0,0,15,11,-4.3,0
2017-09-03,ESSAR,515,0,0,0,0,0,0,0,0
2017-09-03,ESSARPMPL,600,0,0,0,0,7,0,-7.67,0
2017-09-03,GCEL,1370,1370,0,1370,0,4,0,-4.4,0
2017-09-03,GEPL,120,0,0,0,0,0,0,0,0
2017-09-03,GIPCL,660,0,0,0,0,11,8,-3.1,0
2017-09-03,GMR ENERG,600,0,0,0,0,9,6,-3.03,0
2017-09-03,IEPL,270,0,0,0,0,0,0,0,0
2017-09-03,JHAPL,600,0,0,0,0,4,0,-3.88,0
2017-09-03,JPL,3400,2300,0,2300,0,21,23,1.1,0
2017-09-03,JPPVL,1820,0,0,0,0,26,31,5.94,0
2017-09-03,JSWEL,1200,0,0,0,0,20,16,-3.27,0
2017-09-03,KWPCL,600,0,0,0,0,6,0,-6.83,0
2017-09-03,LANCO,600,0,0,0,0,9,5,-4.11,0
2017-09-03,LVTPL,0,0,0,0,0,0,0,0,0
2017-09-03,MBPMPL,1200,0,0,0,0,12,14,2.01,0
2017-09-03,MCCPL,300,0,0,0,0,4,2,-1.62,0
2017-09-03,NHDC,1520,0,0,0,0,9,0,-9.53,0
2017-09-03,NPCIL,1840,0,0,0,0,25,3,-21.37,0
2017-09-03,NSPCL,500,0,0,0,0,10,11,1.53,0
2017-09-03,NTPC Ltd.,14633.59,0,0,0,0,210,269,58.58,0
2017-09-03,PGPL,388,0,0,0,0,1,0,-1.37,0
2017-09-03,RATTANINDIA,2700,0,0,0,0,6,23,16.88,0
2017-09-03,RELIANCE,48,0,0,0,0,0,0,0,0
2017-09-03,RGPPL,2220,0,0,0,0,11,12,0.59,0
2017-09-03,RIL (DAHANU),500,0,0,0,0,10,10,-0.66,0
2017-09-03,RKMPPL,720,0,0,0,0,5,0,-5,0
2017-09-03,SCPL,100,0,0,0,0,1,2,1.16,0
2017-09-03,SKS,300,0,0,0,0,0,0,0,0
2017-09-03,SMHPCL,0,0,0,0,0,0,0,0,0
2017-09-03,SPL,3960,0,0,0,0,82,89,7.69,0
2017-09-03,SVPPL,63,0,0,0,0,0,0,0,0
2017-09-03,TATA MAH.,447,0,0,0,0,3,3,-0.84,0
2017-09-03,TATA PCL,1430,500,0,500,0,18,17,-0.79,0
2017-09-03,TOR. POW. (SUGEN),1147.5,0,0,0,0,11,19,8.3,0
2017-09-03,TOR. POW. (UNOSUGEN),2004.5,60,0,60,0,6,6,-0.02,0
2017-09-03,TRNE,600,300,0,300,0,4,5,1.86,0
2017-09-03,VESPL,35,0,0,0,0,0,0,0,0
2017-09-03,VIP,600,0,0,0,0,10,7,-3.49,0
2017-09-03,VVL,135,0,0,0,0,0,0,0,0
2017-09-03,WPCL,1740,270,0,270,0,20,19,-1.01,0
2017-09-03,Andhra Pradesh,5795.4,210,0,210,0,86,78,-8.44,0
2017-09-03,Karnataka,8805.32,0,0,0,0,96,55,-41.72,0
2017-09-03,Kerala,2041.46,0,0,0,0,21,13,-8.2,0
2017-09-03,Puducherry,32.5,0,0,0,0,0,0,0.03,0
2017-09-03,Tamil Nadu,7037.28,600,0,600,0,80,73,-6.68,0
2017-09-03,Telangana,6858.1,0,0,0,0,95,89,-6.11,0
2017-09-03,ABAN POWR,119.8,0,0,0,0,1,1,0.13,0
2017-09-03,APGPCL,272,0,0,0,0,1,3,2.23,0
2017-09-03,BELLARY,25.2,0,0,0,0,0,0,0,0
2017-09-03,BSES(C),174,0,0,0,0,0,0,0,0
2017-09-03,BSES(P),220,0,0,0,0,0,0,0,0
2017-09-03,CEPL,1200,0,0,0,0,12,11,-0.87,0
2017-09-03,GAUTAMI,464,0,0,0,0,0,0,0,0
2017-09-03,GMR ENERG,220,0,0,0,0,0,0,0,0
2017-09-03,GREL,768,0,0,0,0,1,0,-1.66,0
2017-09-03,GVKP&IL,220,0,0,0,0,0,0,-0.26,0
2017-09-03,HNPC,1040,0,0,0,0,12,0,-12.06,0
2017-09-03,IBPIL,300,0,0,0,0,0,0,0,0
2017-09-03,ITPCL,1200,0,0,0,0,10,0,-10.37,0
2017-09-03,JSWEL,860,0,0,0,0,11,6,-4.89,0
2017-09-03,KONA,445,0,0,0,0,0,0,0,0
2017-09-03,KONDAPALI,742,0,0,0,0,3,0,-3.86,0
2017-09-03,KONDAPALI,716,0,0,0,0,2,0,-2.12,0
2017-09-03,LVS POWER,36.8,0,0,0,0,0,0,0,0
2017-09-03,MADURAI P,106,0,0,0,0,0,0,0,0
2017-09-03,MEL,300,0,0,0,0,3,0,-3.46,0
2017-09-03,NLC,2990,0,0,0,0,49,55,6.11,0
2017-09-03,NPCIL,3320,0,0,0,0,62,53,-9.61,0
2017-09-03,NTECL,1500,500,0,500,0,26,15,-10.8,0
2017-09-03,NTPC Ltd.,6559.58,0,0,0,0,88,90,1.73,0
2017-09-03,NTPL,1000,500,0,500,0,18,6,-12.17,0
2017-09-03,PENNA,52.8,0,0,0,0,0,1,0.27,0
2017-09-03,PPNPGCL,330.5,0,0,0,0,0,0,-0.53,0
2017-09-03,SAMALPATI,105.7,0,0,0,0,0,0,0,0
2017-09-03,SEPL,600,0,0,0,0,4,0,-4.29,0
2017-09-03,SGPL,1320,0,0,0,0,10,27,17.02,0
2017-09-03,SPGL,208,0,0,0,0,2,0,-2.76,0
2017-09-03,ST-CMSECP,250,0,0,0,0,4,4,-0.19,0
2017-09-03,TPCIL,1320,0,0,0,0,22,30,7.76,0
2017-09-03,UPCL,1200,600,0,600,0,11,13,1.74,0
2017-09-03,VASAVI,200,0,0,0,0,0,0,0,0
2017-09-03,VEMAGIRI,370,0,0,0,0,1,0,-1.1,0
2017-09-03,Andaman & Nicobar Islands,40.05,0,0,0,0,0,0,-0.26,0
2017-09-03,Bihar,210,0,0,0,0,1,0,-1.2,0
2017-09-03,Jharkhand,550,0,0,0,0,7,6,-1.09,0
2017-09-03,Odisha,2562.25,0,0,0,0,32,25,-7.2,0
2017-09-03,Sikkim,1200,0,0,0,0,24,21,-2.34,0
2017-09-03,West Bengal,6586,790,0,790,0,74,74,-0.3,0
2017-09-03,ADHUNIK,540,0,0,0,0,9,11,1.91,0
2017-09-03,BRBCL,500,0,0,0,0,4,0,-4.67,0
2017-09-03,CESC,1125,0,0,0,0,17,18,1.18,0
2017-09-03,CPL,0,0,0,0,0,0,0,0,0
2017-09-03,DEPL,0,0,0,0,0,2,0,-2.4,0
2017-09-03,DEPL,96,0,0,0,0,2,2,-0.14,0
2017-09-03,DVC,7233.2,2040,0,2040,0,96,81,-14.94,0
2017-09-03,GISL,99,0,0,0,0,2,2,-0.19,0
2017-09-03,GMR ENERG,1050,0,0,0,0,16,8,-8.47,0
2017-09-03,HEL,600,0,0,0,0,11,11,-0.26,0
2017-09-03,IBPIL,350,0,0,0,0,0,0,0,0
2017-09-03,ICCL,0,0,0,0,0,0,0,-0.27,0
2017-09-03,IEL,150,0,0,0,0,0,0,0,0
2017-09-03,JITPL,1200,0,0,0,0,18,8,-9.86,0
2017-09-03,K.B.U.N.L,610,0,0,0,0,3,5,1.76,0
2017-09-03,MPL,1050,0,0,0,0,10,23,13.75,0
2017-09-03,NALCO,0,0,0,0,0,0,0,-0.09,0
2017-09-03,NHPC,862,0,0,0,0,18,14,-4.23,0
2017-09-03,NPGCPL,0,0,0,0,0,0,0,0,0
2017-09-03,NTPC Ltd.,9220,0,0,0,0,157,173,15.65,0
2017-09-03,PVUNL,455,0,0,0,0,4,0,-4.47,0
2017-09-03,SEL,1200,0,0,0,0,8,1,-7.1,0
2017-09-03,SKPPPL,96,0,0,0,0,0,2,2.38,0
2017-09-03,TATA PCL,240,0,0,0,0,4,4,0.19,0
2017-09-03,Assam,423.45,0,0,0,0,5,5,-0.47,0
2017-09-03,Manipur,36,0,0,0,0,0,0,0,0
2017-09-03,Meghalaya,322,0,0,0,0,4,6,1.53,0
2017-09-03,Tripura,169.5,0,0,0,0,1,1,-0.28,0
2017-09-03,NEEPCO.,1312,0,0,0,0,22,20,-2.25,0
2017-09-03,NHPC,105,0,0,0,0,2,2,0.21,0
2017-09-03,NTPC Ltd.,500,0,0,0,0,4,3,-0.79,0
2017-09-03,ONGC,726.6,0,0,0,0,12,0,-12.34,0
2017-09-04,Delhi,2235.4,0,0,0,0,13,19,6.11,0
2017-09-04,Haryana,2720,0,0,0,0,28,6,-22.62,0
2017-09-04,Himachal Pradesh,3378,273,0,165,0,40,46,5.72,0
2017-09-04,Jammu and Kashmir,1285,0,0,0,0,14,23,9.23,0
2017-09-04,Punjab,3826.3,48.4,48.4,0,0,39,14,-24.57,0
2017-09-04,Rajasthan,6864.8,750,0,750,0,83,67,-16.71,0
2017-09-04,Uttarakhand,1252.15,0,0,0,0,19,17,-2,0
2017-09-04,Uttar Pradesh,6274.6,2120,200,1920,0,103,81,-22.43,0
2017-09-04,ADHPL,192,0,0,0,0,2,2,-0.2,0
2017-09-04,AHPC (GVK),330,0,0,0,0,6,8,1.19,0
2017-09-04,APCPL,1500,500,0,500,0,15,16,1.6,0
2017-09-04,APL,1320,0,0,0,0,22,15,-7.73,0
2017-09-04,BEPL,450,0,0,0,0,6,0,-6.7,0
2017-09-04,DAE,100,0,0,0,0,0,0,0,0
2017-09-04,E.P.P.L.,100,0,0,0,0,1,1,-0.22,0
2017-09-04,GBHPPL,70,0,0,0,0,0,1,0.36,0
2017-09-04,GIPL,225,0,0,0,0,1,1,0.85,0
2017-09-04,GPGSL (GVK),540,0,0,0,0,4,0,-4.14,0
2017-09-04,HBPCL,1300,0,0,0,0,22,24,1.91,0
2017-09-04,HSPCL,0,0,0,0,0,0,0,0,0
2017-09-04,IAEPL,24,0,0,0,0,0,0,0,0
2017-09-04,JhPL(HR),1320,0,0,0,0,12,25,13.57,0
2017-09-04,JPPVL,400,0,0,0,0,6,7,0.96,0
2017-09-04,LAPPL,1200,0,0,0,0,22,26,4.38,0
2017-09-04,LPGCL,1980,660,0,660,0,22,31,8.86,0
2017-09-04,MPCL,86,0,0,0,0,1,1,0.01,0
2017-09-04,MUNPL,0,0,0,0,0,0,0,0,0
2017-09-04,NDPL,108,108,0,0,0,0,0,0,0
2017-09-04,NHPC,4154.2,0,0,0,0,69,73,4.13,0
2017-09-04,NLC,250,0,0,0,0,4,2,-1.54,0
2017-09-04,NPCIL,1520,0,0,0,0,30,35,5.26,0
2017-09-04,NPL,1400,0,0,0,0,23,30,7.58,0
2017-09-04,NTPC Ltd.,12659.06,0,0,0,0,182,188,6.05,0
2017-09-04,NTPGPL,0,0,0,0,0,2,0,-2.4,0
2017-09-04,PPGCL (Jaypee),1980,0,0,0,0,12,15,3.36,0
2017-09-04,RPSCL,1200,0,0,0,0,21,22,1.92,0
2017-09-04,RWPL (JSW),1080,0,0,0,0,17,19,2.19,0
2017-09-04,SJVNL,1912.02,0,0,0,0,34,40,6.14,0
2017-09-04,SrEPL,225,0,0,0,0,1,4,3.39,0
2017-09-04,THDC,1400,0,0,0,0,17,12,-4.62,0
2017-09-04,TSPL,1980,1320,0,1320,0,18,12,-5.32,0
2017-09-04,Chhatisgarh,3400,210,210,0,0,51,57,6.75,0
2017-09-04,Gujarat,8917.82,795,125,670,0,80,57,-23.22,0
2017-09-04,Madhya Pradesh,4955,1098,865,233,0,63,51,-12.51,0
2017-09-04,Maharashtra,13248,2056,420,1420,0,158,131,-27.05,0
2017-09-04,ACB,325,0,0,0,0,5,3,-1.72,0
2017-09-04,AMNEPL,246,0,0,0,0,0,0,0,0
2017-09-04,APL,7920,1650,0,1650,0,122,105,-16.92,0
2017-09-04,BALCO,600,0,0,0,0,8,5,-2.78,0
2017-09-04,BLAPPL,45,0,0,0,0,0,0,-0.7,0
2017-09-04,CGPL,4000,0,0,0,0,84,77,-7.01,0
2017-09-04,CLPINDIA,655,0,0,0,0,0,0,-0.84,0
2017-09-04,DBPCL,1200,600,600,0,0,17,9,-8.79,0
2017-09-04,DIPL,600,0,0,0,0,4,6,1.88,0
2017-09-04,DLHP,34,0,0,0,0,0,0,0.26,0
2017-09-04,EPGL,1200,0,0,0,0,15,10,-5.34,0
2017-09-04,ESSAR,515,0,0,0,0,0,0,0,0
2017-09-04,ESSARPMPL,600,0,0,0,0,7,0,-7.67,0
2017-09-04,GCEL,1370,1370,0,1370,0,4,0,-4.4,0
2017-09-04,GEPL,120,0,0,0,0,0,0,0,0
2017-09-04,GIPCL,660,0,0,0,0,11,7,-3.49,0
2017-09-04,GMR ENERG,600,0,0,0,0,9,7,-2.38,0
2017-09-04,IEPL,270,0,0,0,0,0,0,0,0
2017-09-04,JHAPL,600,0,0,0,0,4,10,6.49,0
2017-09-04,JPL,3400,2300,0,2300,0,21,23,1.61,0
2017-09-04,JPPVL,1820,0,0,0,0,26,32,6.73,0
2017-09-04,JSWEL,1200,0,0,0,0,20,17,-2.91,0
2017-09-04,KWPCL,600,0,0,0,0,6,0,-6.83,0
2017-09-04,LANCO,600,0,0,0,0,9,7,-2.84,0
2017-09-04,LVTPL,0,0,0,0,0,0,0,0,0
2017-09-04,MBPMPL,1200,0,0,0,0,12,14,2.44,0
2017-09-04,MCCPL,300,0,0,0,0,4,0,-3.64,0
2017-09-04,NHDC,1520,0,0,0,0,9,0,-9.43,0
2017-09-04,NPCIL,1840,0,0,0,0,25,3,-21.36,0
2017-09-04,NSPCL,500,0,0,0,0,10,11,1.65,0
2017-09-04,NTPC Ltd.,14633.59,0,0,0,0,210,270,59.24,0
2017-09-04,PGPL,388,0,0,0,0,1,0,-1.37,0
2017-09-04,RATTANINDIA,2700,0,0,0,0,6,25,18.55,0
2017-09-04,RELIANCE,48,0,0,0,0,0,0,0,0
2017-09-04,RGPPL,2220,0,0,0,0,11,12,1.24,0
2017-09-04,RIL (DAHANU),500,0,0,0,0,10,11,0.42,0
2017-09-04,RKMPPL,720,0,0,0,0,5,0,-5,0
2017-09-04,SCPL,100,0,0,0,0,1,2,1.17,0
2017-09-04,SKS,300,0,0,0,0,0,0,0,0
2017-09-04,SMHPCL,0,0,0,0,0,0,0,0,0
2017-09-04,SPL,3960,0,0,0,0,82,95,13.46,0
2017-09-04,SVPPL,63,0,0,0,0,0,0,0,0
2017-09-04,TATA MAH.,447,0,0,0,0,3,6,2.63,0
2017-09-04,TATA PCL,1430,500,0,500,0,18,18,0.01,0
2017-09-04,TOR. POW. (SUGEN),1147.5,0,0,0,0,11,20,9.16,0
2017-09-04,TOR. POW. (UNOSUGEN),2004.5,60,0,60,0,6,7,1.1,0
2017-09-04,TRNE,600,300,0,300,0,4,6,2.24,0
2017-09-04,VESPL,35,0,0,0,0,0,0,0,0
2017-09-04,VIP,600,0,0,0,0,10,7,-3.49,0
2017-09-04,VVL,135,0,0,0,0,0,0,0,0
2017-09-04,WPCL,1740,270,0,270,0,20,18,-2.62,0
2017-09-04,Andhra Pradesh,5795.4,210,210,0,0,86,84,-2.37,0
2017-09-04,Karnataka,8805.32,0,0,0,0,96,72,-24.25,0
2017-09-04,Kerala,2041.46,0,0,0,0,21,12,-8.59,0
2017-09-04,Puducherry,32.5,0,0,0,0,0,0,-0.03,0
2017-09-04,Tamil Nadu,7037.28,1020,0,810,0,80,76,-4.16,0
2017-09-04,Telangana,6858.1,0,0,0,0,95,91,-3.91,0
2017-09-04,ABAN POWR,119.8,0,0,0,0,1,1,0.12,0
2017-09-04,APGPCL,272,0,0,0,0,1,4,2.58,0
2017-09-04,BELLARY,25.2,0,0,0,0,0,0,0,0
2017-09-04,BSES(C),174,0,0,0,0,0,0,0,0
2017-09-04,BSES(P),220,0,0,0,0,0,0,0,0
2017-09-04,CEPL,1200,0,0,0,0,12,14,1.93,0
2017-09-04,GAUTAMI,464,0,0,0,0,0,0,0,0
2017-09-04,GMR ENERG,220,0,0,0,0,0,0,0,0
2017-09-04,GREL,768,0,0,0,0,1,0,-1.66,0
2017-09-04,GVKP&IL,220,0,0,0,0,0,0,-0.26,0
2017-09-04,HNPC,1040,1040,0,1040,0,12,0,-12.06,0
2017-09-04,IBPIL,300,0,0,0,0,0,0,0,0
2017-09-04,ITPCL,1200,0,0,0,0,10,0,-10.37,0
2017-09-04,JSWEL,860,0,0,0,0,11,7,-4.68,0
2017-09-04,KONA,445,0,0,0,0,0,0,0,0
2017-09-04,KONDAPALI,742,0,0,0,0,3,0,-3.86,0
2017-09-04,KONDAPALI,716,0,0,0,0,2,0,-2.12,0
2017-09-04,LVS POWER,36.8,0,0,0,0,0,0,0,0
2017-09-04,MADURAI P,106,0,0,0,0,0,0,0,0
2017-09-04,MEL,300,0,0,0,0,3,0,-2.47,0
2017-09-04,NLC,2990,260,260,0,0,49,59,10.31,0
2017-09-04,NPCIL,3320,0,0,0,0,62,53,-9.54,0
2017-09-04,NTECL,1500,500,0,500,0,26,22,-3.48,0
2017-09-04,NTPC Ltd.,6559.58,0,0,0,0,88,92,3.22,0
2017-09-04,NTPL,1000,500,0,500,0,18,7,-11.74,0
2017-09-04,PENNA,52.8,0,0,0,0,0,1,0.27,0
2017-09-04,PPNPGCL,330.5,0,0,0,0,0,0,-0.53,0
2017-09-04,SAMALPATI,105.7,0,0,0,0,0,0,0,0
2017-09-04,SEPL,600,0,0,0,0,4,0,-4.29,0
2017-09-04,SGPL,1320,0,0,0,0,10,29,18.64,0
2017-09-04,SPGL,208,0,0,0,0,2,0,-2.76,0
2017-09-04,ST-CMSECP,250,0,0,0,0,4,5,1.11,0
2017-09-04,TPCIL,1320,0,0,0,0,22,31,9.47,0
2017-09-04,UPCL,1200,600,0,600,0,11,14,2.32,0
2017-09-04,VASAVI,200,0,0,0,0,0,0,0,0
2017-09-04,VEMAGIRI,370,0,0,0,0,1,0,-1.1,0
2017-09-04,Andaman & Nicobar Islands,40.05,0,0,0,0,0,0,-0.26,0
2017-09-04,Bihar,210,0,0,0,0,1,0,-1.2,0
2017-09-04,Jharkhand,550,0,0,0,0,7,6,-1.13,0
2017-09-04,Odisha,2562.25,0,0,0,0,32,29,-2.59,0
2017-09-04,Sikkim,1200,0,0,0,0,24,21,-2.4,0
2017-09-04,West Bengal,6586,1350,0,1350,0,74,75,0.28,0
2017-09-04,ADHUNIK,540,0,0,0,0,9,11,1.91,0
2017-09-04,BRBCL,500,0,0,0,0,4,0,-4.67,0
2017-09-04,CESC,1125,240,0,240,0,17,18,1.18,0
2017-09-04,CPL,0,0,0,0,0,0,0,0,0
2017-09-04,DEPL,0,0,0,0,0,2,0,-2.4,0
2017-09-04,DEPL,96,0,0,0,0,2,2,-0.23,0
2017-09-04,DVC,7233.2,1410,0,1410,0,92,88,-3.97,0
2017-09-04,GISL,99,0,0,0,0,2,2,-0.18,0
2017-09-04,GMR ENERG,1050,0,0,0,0,16,8,-8.19,0
2017-09-04,HEL,600,0,0,0,0,11,13,1.66,0
2017-09-04,IBPIL,350,0,0,0,0,0,0,0,0
2017-09-04,ICCL,0,0,0,0,0,0,0,-0.19,0
2017-09-04,IEL,150,0,0,0,0,0,0,0,0
2017-09-04,JITPL,1200,0,0,0,0,18,8,-9.85,0
2017-09-04,K.B.U.N.L,610,0,0,0,0,3,6,2.97,0
2017-09-04,MPL,1050,0,0,0,0,10,24,14.81,0
2017-09-04,NALCO,0,0,0,0,0,0,0,0.05,0
2017-09-04,NHPC,862,0,0,0,0,18,14,-4.22,0
2017-09-04,NPGCPL,0,0,0,0,0,0,0,0,0
2017-09-04,NTPC Ltd.,9220,0,0,0,0,157,184,26.47,0
2017-09-04,PVUNL,455,0,0,0,0,4,0,-4.47,0
2017-09-04,SEL,1200,0,0,0,0,8,1,-7.1,0
2017-09-04,SKPPPL,96,0,0,0,0,0,2,2.39,0
2017-09-04,TATA PCL,240,0,0,0,0,4,5,0.64,0
2017-09-04,Assam,423.45,0,0,0,0,5,5,-0.34,0
2017-09-04,Manipur,36,0,0,0,0,0,0,0,0
2017-09-04,Meghalaya,322,0,0,0,0,4,5,1,0
2017-09-04,Tripura,169.5,0,0,0,0,1,1,-0.27,0
2017-09-04,NEEPCO.,1312,0,0,0,0,22,21,-0.88,0
2017-09-04,NHPC,105,0,0,0,0,2,2,0.22,0
2017-09-04,NTPC Ltd.,500,0,0,0,0,4,4,-0.19,0
2017-09-04,ONGC,726.6,0,0,0,0,12,0,-12.34,0
2017-09-05,Delhi,2235.4,0,0,0,0,13,19,6.12,0
2017-09-05,Haryana,2720,0,0,0,0,28,20,-8.16,0
2017-09-05,Himachal Pradesh,3378,339,0,231,0,40,45,5.48,0
2017-09-05,Jammu and Kashmir,1285,0,0,0,0,14,20,6.27,0
2017-09-05,Punjab,3826.3,48.4,48.4,0,0,39,14,-24.07,0
2017-09-05,Rajasthan,6864.8,1250,0,1250,0,83,71,-12.37,0
2017-09-05,Uttarakhand,1252.15,0,0,0,0,19,20,1.28,0
2017-09-05,Uttar Pradesh,6274.6,1325,200,1125,0,103,90,-13.88,0
2017-09-05,ADHPL,192,0,0,0,0,2,2,-0.37,0
2017-09-05,AHPC (GVK),330,0,0,0,0,6,8,1.38,0
2017-09-05,APCPL,1500,500,0,500,0,15,16,1.65,0
2017-09-05,APL,1320,0,0,0,0,22,14,-8.73,0
2017-09-05,BEPL,450,0,0,0,0,6,0,-6.7,0
2017-09-05,DAE,100,0,0,0,0,0,0,0,0
2017-09-05,E.P.P.L.,100,0,0,0,0,1,1,-0.25,0
2017-09-05,GBHPPL,70,0,0,0,0,0,1,0.12,0
2017-09-05,GIPL,225,0,0,0,0,1,2,1.15,0
2017-09-05,GPGSL (GVK),540,0,0,0,0,4,0,-4.14,0
2017-09-05,HBPCL,1300,0,0,0,0,22,23,1.63,0
2017-09-05,HSPCL,0,0,0,0,0,0,0,0,0
2017-09-05,IAEPL,24,0,0,0,0,0,0,0,0
2017-09-05,JhPL(HR),1320,0,0,0,0,12,22,10.79,0
2017-09-05,JPPVL,400,0,0,0,0,6,10,3.63,0
2017-09-05,LAPPL,1200,0,0,0,0,22,27,4.81,0
2017-09-05,LPGCL,1980,660,0,660,0,22,31,8.94,0
2017-09-05,MPCL,86,0,0,0,0,1,1,-0.17,0
2017-09-05,MUNPL,0,0,0,0,0,0,0,0,0
2017-09-05,NDPL,108,108,0,0,0,0,0,0,0
2017-09-05,NHPC,4154.2,0,0,0,0,69,67,-1.65,0
2017-09-05,NLC,250,0,0,0,0,4,2,-1.51,0
2017-09-05,NPCIL,1520,0,0,0,0,30,35,5.36,0
2017-09-05,NPL,1400,0,0,0,0,23,27,4.18,0
2017-09-05,NTPC Ltd.,12659.06,0,0,0,0,186,184,-2.29,0
2017-09-05,NTPGPL,0,0,0,0,0,2,0,-2.4,0
2017-09-05,PPGCL (Jaypee),1980,0,0,0,0,12,15,3.4,0
2017-09-05,RPSCL,1200,0,0,0,0,21,22,1.82,0
2017-09-05,RWPL (JSW),1080,0,0,0,0,17,18,0.97,0
2017-09-05,SJVNL,1912.02,68.67,0,0,0,34,39,4.62,0
2017-09-05,SrEPL,225,0,0,0,0,1,4,3.44,0
2017-09-05,THDC,1400,0,0,0,0,17,13,-3.92,0
2017-09-05,TSPL,1980,1320,0,1320,0,18,22,4.39,0
2017-09-05,Chhatisgarh,3400,210,210,0,0,51,56,4.98,0
2017-09-05,Gujarat,8917.82,795,125,670,0,80,56,-24.52,0
2017-09-05,Madhya Pradesh,4955,1075,865,210,0,63,52,-10.97,0
2017-09-05,Maharashtra,13248,1556,420,920,0,158,129,-29.51,0
2017-09-05,ACB,325,0,0,0,0,5,2,-2.81,0
2017-09-05,AMNEPL,246,0,0,0,0,0,0,0,0
2017-09-05,APL,7920,1650,0,1650,0,122,112,-10.32,0
2017-09-05,BALCO,600,0,0,0,0,8,3,-4.48,0
2017-09-05,BLAPPL,45,0,0,0,0,0,0,-0.7,0
2017-09-05,CGPL,4000,0,0,0,0,84,76,-7.48,0
2017-09-05,CLPINDIA,655,0,0,0,0,0,0,-0.84,0
2017-09-05,DBPCL,1200,600,600,0,0,17,9,-8.09,0
2017-09-05,DIPL,600,0,0,0,0,4,6,2.17,0
2017-09-05,DLHP,34,0,0,0,0,0,0,0,0
2017-09-05,EPGL,1200,0,0,0,0,15,9,-6.19,0
2017-09-05,ESSAR,515,0,0,0,0,0,0,0,0
2017-09-05,ESSARPMPL,600,0,0,0,0,7,0,-7.67,0
2017-09-05,GCEL,1370,1370,0,1370,0,4,0,-4.4,0
2017-09-05,GEPL,120,0,0,0,0,0,0,0,0
2017-09-05,GIPCL,660,0,0,0,0,11,8,-3.29,0
2017-09-05,GMR ENERG,600,0,0,0,0,9,7,-2.27,0
2017-09-05,IEPL,270,0,0,0,0,0,0,0,0
2017-09-05,JHAPL,600,0,0,0,0,4,9,4.93,0
2017-09-05,JPL,3400,2300,0,2300,0,21,23,1.61,0
2017-09-05,JPPVL,1820,0,0,0,0,26,35,9.41,0
2017-09-05,JSWEL,1200,0,0,0,0,20,16,-4.05,0
2017-09-05,KWPCL,600,0,0,0,0,6,0,-6.83,0
2017-09-05,LANCO,600,0,0,0,0,9,6,-2.88,0
2017-09-05,LVTPL,0,0,0,0,0,0,0,0,0
2017-09-05,MBPMPL,1200,0,0,0,0,12,16,3.86,0
2017-09-05,MCCPL,300,0,0,0,0,4,0,-4.1,0
2017-09-05,NHDC,1520,0,0,0,0,9,2,-7.1,0
2017-09-05,NPCIL,1840,0,0,0,0,25,3,-21.34,0
2017-09-05,NSPCL,500,0,0,0,0,10,11,1.62,0
2017-09-05,NTPC Ltd.,14633.59,0,0,0,0,210,274,64.02,0
2017-09-05,PGPL,388,0,0,0,0,1,0,-1.37,0
2017-09-05,RATTANINDIA,2700,0,0,0,0,6,25,19.04,0
2017-09-05,RELIANCE,48,0,0,0,0,0,0,0,0
2017-09-05,RGPPL,2220,0,0,0,0,11,13,1.5,0
2017-09-05,RIL (DAHANU),500,0,0,0,0,10,11,1.02,0
2017-09-05,RKMPPL,1080,0,0,0,0,5,1,-3.29,0
2017-09-05,SCPL,100,0,0,0,0,1,2,1.11,0
2017-09-05,SKS,300,0,0,0,0,0,0,0,0
2017-09-05,SMHPCL,0,0,0,0,0,0,0,0,0
2017-09-05,SPL,3960,0,0,0,0,82,95,13.04,0
2017-09-05,SVPPL,63,0,0,0,0,0,0,0,0
2017-09-05,TATA MAH.,447,0,0,0,0,3,3,-0.28,0
2017-09-05,TATA PCL,1430,500,0,500,0,18,19,1.19,0
2017-09-05,TOR. POW. (SUGEN),1147.5,0,0,0,0,11,19,7.56,0
2017-09-05,TOR. POW. (UNOSUGEN),2004.5,60,0,60,0,6,7,1.2,0
2017-09-05,TRNE,600,300,0,300,0,4,6,2.46,0
2017-09-05,VESPL,35,0,0,0,0,0,0,0,0
2017-09-05,VIP,600,0,0,0,0,10,7,-3.49,0
2017-09-05,VVL,135,0,0,0,0,0,0,0,0
2017-09-05,WPCL,1740,270,0,270,0,20,18,-1.96,0
2017-09-05,Andhra Pradesh,5795.4,210,210,0,0,86,83,-3.65,0
2017-09-05,Karnataka,8805.32,0,0,0,0,96,75,-21.07,0
2017-09-05,Kerala,2041.46,0,0,0,0,21,14,-7.08,0
2017-09-05,Puducherry,32.5,0,0,0,0,0,0,0.02,0
